not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,0.6725417915980021,0.7733333,0.6434077956279118,0.7400000095367432

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,1,0,0.6566226160526276,0.7866667,0.6274183940887451,0.7933333516120911

False,False,0,0,0,False,False,False,False,False,0,False,0,0,3,0,2,0,0.6547951277097066,0.7733333,0.6441385581096013,0.7599999904632568

False,False,0,0,0,False,False,False,False,False,0,False,0,0,4,0,3,0,0.6495818614959716,0.8,0.6387468820810318,0.7599999904632568

False,False,0,0,0,False,False,False,False,False,0,False,0,0,4,0,4,0,0.6409740328788758,0.8066667,0.6335090070962905,0.7866666913032532

