model,mutant,iter,nan_loss_mean,nan_loss_std,nan_loss_skew,nan_loss_median,nan_loss_var,nan_loss_sem,nan_loss_max,nan_loss_min,test_not_well_mean,test_not_well_std,test_not_well_skew,test_not_well_median,test_not_well_var,test_not_well_sem,test_not_well_max,test_not_well_min,test_turn_bad_mean,test_turn_bad_std,test_turn_bad_skew,test_turn_bad_median,test_turn_bad_var,test_turn_bad_sem,test_turn_bad_max,test_turn_bad_min,sc_accuracy_mean,sc_accuracy_std,sc_accuracy_skew,sc_accuracy_median,sc_accuracy_var,sc_accuracy_sem,sc_accuracy_max,sc_accuracy_min,died_relu_mean,died_relu_std,died_relu_skew,died_relu_median,died_relu_var,died_relu_sem,died_relu_max,died_relu_min,vanish_gradient_mean,vanish_gradient_std,vanish_gradient_skew,vanish_gradient_median,vanish_gradient_var,vanish_gradient_sem,vanish_gradient_max,vanish_gradient_min,explode_gradient_mean,explode_gradient_std,explode_gradient_skew,explode_gradient_median,explode_gradient_var,explode_gradient_sem,explode_gradient_max,explode_gradient_min,nan_gradient_mean,nan_gradient_std,nan_gradient_skew,nan_gradient_median,nan_gradient_var,nan_gradient_sem,nan_gradient_max,nan_gradient_min,large_weight_mean,large_weight_std,large_weight_skew,large_weight_median,large_weight_var,large_weight_sem,large_weight_max,large_weight_min,nan_weight_mean,nan_weight_std,nan_weight_skew,nan_weight_median,nan_weight_var,nan_weight_sem,nan_weight_max,nan_weight_min,weight_change_little_mean,weight_change_little_std,weight_change_little_skew,weight_change_little_median,weight_change_little_var,weight_change_little_sem,weight_change_little_max,weight_change_little_min,decrease_acc_mean,decrease_acc_std,decrease_acc_skew,decrease_acc_median,decrease_acc_var,decrease_acc_sem,decrease_acc_max,decrease_acc_min,increase_loss_mean,increase_loss_std,increase_loss_skew,increase_loss_median,increase_loss_var,increase_loss_sem,increase_loss_max,increase_loss_min,cons_mean_weight_mean,cons_mean_weight_std,cons_mean_weight_skew,cons_mean_weight_median,cons_mean_weight_var,cons_mean_weight_sem,cons_mean_weight_max,cons_mean_weight_min,cons_std_weight_mean,cons_std_weight_std,cons_std_weight_skew,cons_std_weight_median,cons_std_weight_var,cons_std_weight_sem,cons_std_weight_max,cons_std_weight_min,nan_acc_mean,nan_acc_std,nan_acc_skew,nan_acc_median,nan_acc_var,nan_acc_sem,nan_acc_max,nan_acc_min,loss_mean,loss_std,loss_skew,loss_median,loss_var,loss_sem,loss_max,loss_min,accuracy_mean,accuracy_std,accuracy_skew,accuracy_median,accuracy_var,accuracy_sem,accuracy_max,accuracy_min,val_loss_mean,val_loss_std,val_loss_skew,val_loss_median,val_loss_var,val_loss_sem,val_loss_max,val_loss_min,val_accuracy_mean,val_accuracy_std,val_accuracy_skew,val_accuracy_median,val_accuracy_var,val_accuracy_sem,val_accuracy_max,val_accuracy_min,label
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.4472135954999579,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391500178070068,0.0172233105772284,0.21316274761223752,0.5369838551568985,0.0002966424272396677,0.007702498649654769,0.5596722135353088,0.5213141743278503,0.762688,0.011316621403935022,-0.6271964756924409,0.7630399999999999,0.00012806592000000027,0.0050609469469655635,0.77528,0.74608,0.5194927853527069,0.010390543361308598,-1.0819929362197354,0.5218869173717499,0.00010796339134323415,0.0046467922558090366,0.5301036448097229,0.503182504234314,0.7766719937324524,0.006465313844200438,-0.26416263707593085,0.7771199941635132,4.180028310400985e-05,0.0028913762503005327,0.7853599786758423,0.7672799825668335,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3038404810405295,0.5413870509510851,1.0,1.7000000000000002,0.58309518948453,3.0,0.0,0.6,0.5477225575051662,-0.6085806194501845,1.0,0.30000000000000004,0.24494897427831785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5302248434324264,0.01732156437444676,0.10836018952673357,0.5269979560232162,0.0003000365923781031,0.0077464390835803145,0.5507803073883056,0.5094032102966308,0.7702720000000001,0.011653202135035687,-0.08506663075650607,0.772,0.0001357971200000003,0.005211470425897096,0.784,0.7569600000000001,0.509281404838562,0.007868322846247125,0.1942272543317592,0.5082395911121368,6.191050441277446e-05,0.00351882095062464,0.5198951643562317,0.4993230453109741,0.7840639829635621,0.004511115916384346,0.3250499363640901,0.783519983291626,2.0350166811056172e-05,0.0020174323686833304,0.7902399897575378,0.7786399722099304,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3038404810405295,0.5413870509510851,1.0,1.7000000000000002,0.58309518948453,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412821166343689,0.012088995422137098,-0.1928609748536898,0.5408358732128143,0.0001461438103164517,0.005406363108716463,0.5551582437515259,0.5254157464408874,0.7617120000000001,0.005606738802548242,-0.3572376564918737,0.7612800000000001,3.1435520000000104e-05,0.002507409818916728,0.76832,0.75384,0.5252675739660263,0.018802128834452158,-0.4208577857792292,0.5317425899219513,0.00035352004870733733,0.008408567639108784,0.5448004202842712,0.5019938055944443,0.7675999999046326,0.014469841157513656,0.40241861221871095,0.7621600031852722,0.00020937630312367617,0.0064711096903649545,0.786080002784729,0.7515199780464172,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.3038404810405295,-0.5413870509510853,2.0,1.7000000000000002,0.58309518948453,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426555378894806,0.010024238885734487,-0.8658629388935282,0.5490504338550568,0.0001004853652382714,0.004482975914239813,0.5506752733039856,0.5285075916290283,0.7578560000000001,0.00762845200548581,0.5220145936517261,0.7579199999999999,5.8193280000000463e-05,0.003411547449472173,0.7689600000000001,0.74888,0.5241250611705779,0.008290781385577631,1.2292761715011804,0.523419361820221,6.873705598344054e-05,0.003707750152948295,0.5374908255577088,0.5158289031600952,0.7685119986534119,0.008413987654876358,0.33052841072604777,0.766480028629303,7.079518825641174e-05,0.003762849671629515,0.7786399722099304,0.7599200010299683,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.4472135954999581,-2.236067977499789,2.0,0.20000000000000007,0.20000000000000004,2.0,1.0,0.4,0.5477225575051662,0.6085806194501843,0.0,0.30000000000000004,0.24494897427831785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342270976276398,0.010959630582153613,-1.0422502224602967,0.5390465739631652,0.00012011350249727676,0.004901295797996214,0.5443909255886078,0.5175419002151489,0.763792,0.0073603478178683734,0.7588306524775527,0.76352,5.417471999999974e-05,0.003291647611759185,0.77488,0.75568,0.5169059134931565,0.009670751740099806,0.0815239223357726,0.5157403909778595,9.352343921864345e-05,0.004324891656877509,0.5274499665689468,0.5058942829322814,0.7734079957008362,0.00634037681730492,0.22131810401046065,0.7736799716949463,4.0200378185417656e-05,0.002835502713291513,0.7819200158119202,0.7659199833869934,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5811388300841898,0.0,3.0,2.5,0.7071067811865476,5.0,1.0,1.2,0.8366600265340756,-0.5122408325718828,1.0,0.7000000000000001,0.3741657386773941,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416304813623428,0.014611196641649643,1.5347251472293597,0.5397227266597748,0.00021348706730095382,0.006534325784669047,0.5659854051208496,0.5293258259391784,0.762784,0.008167525941189266,-1.0233076315341318,0.76408,6.67084799999996e-05,0.003652628642498429,0.7699199999999999,0.75016,0.5266577939281463,0.009440246218156454,0.31725285784944524,0.5273325294971466,8.911824865941722e-05,0.004221806453626628,0.5395174664878846,0.5163548890686035,0.7716639876365662,0.00727128126740507,-0.3639660376827397,0.7713599801063538,5.2871531269715885e-05,0.0032518158394877123,0.7798399925231934,0.7616000175476074,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4472135954999579,2.2360679774997902,1.0,0.2,0.2,2.0,1.0,1.2,0.8366600265340756,-0.5122408325718828,1.0,0.7000000000000001,0.3741657386773941,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5425383717746735,0.012858306916007006,-0.2760287604677866,0.5416767501068115,0.00016533605674623358,0.005750409667949469,0.5594343977928161,0.5240262764072419,0.7603519999999999,0.00854027634213318,-0.1908005673232303,0.7612,7.293631999999973e-05,0.0038193276895286095,0.77152,0.74848,0.5333360935401916,0.005432460885965122,0.4830064020597749,0.5312743447971344,2.9511631277540955e-05,0.0024294703652253486,0.5409707070732117,0.5268859849405289,0.7691360116004944,0.0075973466008528905,-1.7430635518326931,0.7728000283241272,5.771967537349098e-05,0.003397636689626805,0.7748000025749207,0.7562400102615356,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8944271909999159,-1.2577882373436309,2.0,0.8,0.4,2.0,0.0,0.8,0.8366600265340756,0.5122408325718828,1.0,0.7000000000000001,0.3741657386773941,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5339391614284515,0.01840857164090256,0.07401209399859998,0.539663401927948,0.00033887550985824214,0.008232563511546595,0.5578881484508514,0.5132649453926087,0.7665280000000001,0.012964270901211529,-0.5454690936100023,0.76648,0.00016807232000000004,0.005797798202766288,0.78,0.748,0.5202230604219437,0.017393234621120086,-0.27953626887185445,0.5190303043460845,0.00030252461058533043,0.007778490992285463,0.5405208345603942,0.496434964056015,0.7767680048942566,0.007091304091157481,0.22627006716007295,0.7756800055503845,5.028659371326683e-05,0.0031713275993900986,0.7862399816513062,0.7680000066757202,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4472135954999579,2.2360679774997894,0.0,0.20000000000000004,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8944271909999159,1.2577882373436309,1.0,0.8,0.4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356041609172821,0.008951656133813,1.0001533094969963,0.5312707874679565,8.01321475380319e-05,0.0040033023252817644,0.5490563419914246,0.5273425052928925,0.7679520000000001,0.006238102275532222,-0.5107785499012895,0.76952,3.891392000000029e-05,0.002789764147737234,0.7744800000000001,0.75952,0.5289828989725114,0.019046506146680773,1.420491269827112,0.5232495771598816,0.0003627693963955485,0.008517856495569158,0.5605352623414993,0.5095127144622803,0.7719519972801209,0.012371662845076906,-0.0032097255003442665,0.7701600193977356,0.00015305804155225642,0.005532775823260082,0.7871999740600586,0.7560799717903137,0
config_random_29e38250-5d3d-487e-9632-d5976cbfb3d8,ft,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3038404810405295,0.5413870509510851,1.0,1.7000000000000002,0.58309518948453,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387247270231248,0.010000256102398478,0.6705620343034153,0.5366861680698395,0.00010000512211355798,0.004472250487474018,0.5538314816093445,0.5265516575193405,0.763552,0.00670488776938137,1.4880938269267627,0.76248,4.495551999999989e-05,0.002998516966768735,0.77472,0.7570399999999999,0.5288783407535552,0.01977590647201545,0.7802626854047505,0.5275132991981506,0.00039108647678990266,0.008844054237620918,0.558746246957779,0.5070947593021393,0.7723040103912353,0.010531380466557102,-0.5909692602566751,0.7755200266838074,0.0001109099745313805,0.0047097765240270255,0.7821599841117859,0.7580800056457521,0
