not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,0.6677307442824045,0.75333333,0.6218913632631302,0.7866666913032532

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,1,0,0.6578841586907704,0.7733333,0.6334553064902624,0.7599999904632568

False,False,0,0,0,False,False,False,False,False,0,False,0,0,3,0,2,0,0.6538952378431956,0.79333335,0.6342743657032649,0.7666666507720947

False,False,0,0,0,False,False,False,False,False,0,False,0,0,4,0,3,0,0.6458199483156204,0.79333335,0.6275375300645828,0.7866666913032532

False,False,0,0,0,False,False,False,False,False,0,False,0,0,5,0,4,0,0.6408022761344909,0.8,0.6308369304736455,0.7733333110809326

