not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,0.6653319311141968,0.79333335,0.625557005405426,0.800000011920929

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,1,0,0.6663379728794098,0.78,0.623333777586619,0.8066666722297668

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,2,0,0.65660782178243,0.78,0.6374868579705556,0.7933333516120911

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,3,0,0.6483748976389567,0.7866667,0.62462196012338,0.7799999713897705

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,4,0,0.6419184835751851,0.8066667,0.6298575478792191,0.7933333516120911

