not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,0.6658420662085215,0.78,0.6342709215482076,0.7666666507720947

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,1,0,0.6561172517140706,0.8066667,0.6264019646247228,0.7933333516120911

False,False,0,0,0,False,False,False,False,False,0,False,0,0,3,0,2,0,0.6536241026719412,0.8066667,0.6294350981712341,0.7733333110809326

False,False,0,0,0,False,False,False,False,False,0,False,0,0,4,0,3,0,0.6482017234961192,0.82,0.6478868226210276,0.7933333516120911

False,False,0,0,0,False,False,False,False,False,0,False,0,0,5,0,4,0,0.6446562623977661,0.8066667,0.6343733141819636,0.7733333110809326

