A,B,C,AB,AC,BC,ABC
0.7307936642528916,0.7372023299637324,0.7234430707740792,0.736532290185739,0.7347820575107135,0.726669885202441,0.7316882159785042
0.748080037733417,0.7635682361431869,0.727782327599095,0.7775260145127567,0.7729504662242522,0.7542577003997982,0.7677699349340715
0.40470051758574294,0.38759708609342286,0.36128256692429866,0.42910087268501074,0.40801499589229656,0.386165249396664,0.4139220765217237
0.6169205485029748,0.6143556760348178,0.6086534456939471,0.6108931789392683,0.6203723623792362,0.6344786562808525,0.6213489433944811
0.47219612721840437,0.471069330887015,0.5143579030528774,0.5294756567255572,0.5695488298203789,0.5584485593868381,0.5819773631834071
0.7273635020511698,0.7021532131131071,0.7057089444759025,0.7427302388007756,0.7460225281125981,0.7207663646646499,0.738789562187443
0.7515630684598835,0.7307764196331729,0.7295786615583163,0.7538712323348561,0.7635079712870301,0.7513899035173929,0.7640304540308462
0.4094838121249114,0.37803237455856276,0.39879533349740587,0.40534670734954764,0.44393306030793594,0.39962318999015745,0.42411942726772395
0.5996025978008341,0.6090040700493567,0.6282039150493035,0.5997202759355624,0.6176676577731613,0.6258099492597684,0.624262946239535
0.47126101963108735,0.4721552678566489,0.48811025731719315,0.5273043157388613,0.5368767740956202,0.5195681317939532,0.546911129443202
0.7489450736950708,0.7411191235004081,0.7087101393240774,0.7477692852023695,0.7473210680294304,0.7338087475797946,0.7418819305891399
0.7700578762132606,0.767637470088557,0.7535813173961808,0.7851500506474327,0.7775938795903413,0.779497338678079,0.7795448886596111
0.36456482309063415,0.36816372409479864,0.3558175928044966,0.38857990492551164,0.42119635744731876,0.3775906458826954,0.3837918592615271
0.5832028381446637,0.6339132405461692,0.6563670584242334,0.6377800524063573,0.6437567801183555,0.6472656730091696,0.6451818844377105
0.46225429797864787,0.4603548788316138,0.516212128166642,0.5274095429518155,0.5702230210935445,0.5743589364583426,0.5909777513937793
0.7506617217009856,0.7370801744978001,0.7418751379799019,0.7461058208443178,0.7494160544347178,0.7464982981452776,0.7491665020548431
0.782767276117763,0.7530021642957098,0.750165717851055,0.7877075854196831,0.7875089748291993,0.7706341747129004,0.7907931906059641
0.39118616373383186,0.36857446757424367,0.33914182724946335,0.3938381607341368,0.38938349221240626,0.3569475891837479,0.38066477175094504
0.5995336219802635,0.618275070185256,0.6486092809715083,0.6165973930680646,0.6374362765894978,0.6406662586718671,0.6415702193477304
0.45999094470548313,0.4887365634358347,0.5381426133238175,0.5663728414438596,0.5677500003397951,0.5602952175992328,0.5977135572688662
0.7482531174314389,0.7370464505982914,0.72065934772246,0.7533706833504206,0.7592076531662862,0.7544575056840165,0.7382787966151806
0.7560415685348604,0.7629872571431034,0.7382523294796252,0.7820938287514525,0.7702413102152735,0.7682077191453867,0.7921817783779042
0.36118312965928817,0.40653001933785554,0.36587189976079076,0.408652589080215,0.3931107496667219,0.39839406862463117,0.39331213401547177
