not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,0.609853630595737,0.7888889,0.6267372304201126,0.7866666913032532

False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,1,0,0.605678630537457,0.7777778,0.6298370220263799,0.7866666913032532

False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,2,0,0.5963894817564223,0.81666666,0.6209109264612198,0.8133333325386047

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,3,0,0.5894113567140368,0.81666666,0.6313359395662943,0.7799999713897705

False,False,0,0,0,False,False,False,False,False,0,False,0,0,3,0,4,0,0.5844874234663116,0.8111111,0.6315087236960729,0.7933333516120911

