A,B,C,AB,AC,BC,ABC
0.8555555555555555,0.8583333333333333,0.9,0.8805555555555555,0.9027777777777778,0.9027777777777778,0.8888888888888888
0.8361111111111111,0.8388888888888889,0.8694444444444445,0.875,0.8861111111111111,0.8638888888888889,0.8888888888888888
0.8571428571428571,0.9142857142857143,0.92,0.8828571428571429,0.9114285714285715,0.9085714285714286,0.8914285714285715
0.8228571428571428,0.8857142857142857,0.8914285714285715,0.9,0.8914285714285715,0.8971428571428571,0.9114285714285715
0.7714285714285715,0.8542857142857143,0.9142857142857143,0.8514285714285714,0.9085714285714286,0.9028571428571428,0.9171428571428571
0.86,0.8657142857142858,0.9057142857142857,0.8942857142857142,0.9085714285714286,0.9114285714285715,0.9114285714285715
0.8171428571428572,0.84,0.88,0.8828571428571429,0.8742857142857143,0.8828571428571429,0.9028571428571428
0.7971428571428572,0.84,0.8714285714285714,0.8771428571428571,0.8685714285714285,0.8685714285714285,0.8942857142857142
0.7742857142857142,0.8171428571428572,0.8257142857142857,0.84,0.8228571428571428,0.8342857142857143,0.9028571428571428
0.8171428571428572,0.8942857142857142,0.8685714285714285,0.86,0.8971428571428571,0.8885714285714286,0.8742857142857143
0.8055555555555556,0.8583333333333333,0.8361111111111111,0.8361111111111111,0.8444444444444444,0.8611111111111112,0.8666666666666667
0.8722222222222222,0.8638888888888889,0.8972222222222223,0.9111111111111111,0.8916666666666667,0.8888888888888888,0.8972222222222223
0.8428571428571429,0.8942857142857142,0.92,0.9114285714285715,0.9142857142857143,0.9057142857142857,0.9257142857142857
0.8,0.8714285714285714,0.9,0.9057142857142857,0.9057142857142857,0.9171428571428571,0.9285714285714286
0.8142857142857143,0.8428571428571429,0.86,0.8685714285714285,0.8714285714285714,0.8542857142857143,0.8571428571428571
0.8828571428571429,0.92,0.9,0.9228571428571428,0.9257142857142857,0.9285714285714286,0.9257142857142857
0.8142857142857143,0.8085714285714286,0.8828571428571429,0.7942857142857143,0.8571428571428571,0.8571428571428571,0.84
0.8257142857142857,0.8828571428571429,0.8914285714285715,0.8685714285714285,0.8914285714285715,0.8971428571428571,0.8742857142857143
0.8085714285714286,0.8771428571428571,0.9028571428571428,0.86,0.8885714285714286,0.88,0.8914285714285715
0.8085714285714286,0.8485714285714285,0.88,0.8685714285714285,0.8828571428571429,0.8857142857142857,0.8885714285714286
0.7944444444444444,0.8611111111111112,0.8944444444444445,0.8666666666666667,0.8916666666666667,0.8888888888888888,0.8916666666666667
0.7916666666666666,0.8583333333333333,0.8305555555555556,0.8472222222222222,0.8305555555555556,0.8583333333333333,0.8527777777777777
0.8314285714285714,0.8942857142857142,0.9314285714285714,0.9114285714285715,0.9314285714285714,0.9285714285714286,0.9171428571428571
0.8542857142857143,0.8628571428571429,0.8914285714285715,0.8914285714285715,0.8971428571428571,0.9028571428571428,0.9
0.8114285714285714,0.8428571428571429,0.8771428571428571,0.8742857142857143,0.8742857142857143,0.8771428571428571,0.8771428571428571
0.8542857142857143,0.9142857142857143,0.8942857142857142,0.9085714285714286,0.9028571428571428,0.8914285714285715,0.9142857142857143
0.8857142857142857,0.88,0.8771428571428571,0.8828571428571429,0.88,0.8828571428571429,0.8857142857142857
0.8028571428571428,0.8285714285714286,0.88,0.8257142857142857,0.8771428571428571,0.8542857142857143,0.84
0.8228571428571428,0.8742857142857143,0.9,0.8742857142857143,0.8971428571428571,0.9,0.8971428571428571
0.8285714285714286,0.8771428571428571,0.9028571428571428,0.8942857142857142,0.8971428571428571,0.9028571428571428,0.9057142857142857
0.8333333333333334,0.8722222222222222,0.8805555555555555,0.8833333333333333,0.8722222222222222,0.8694444444444445,0.8722222222222222
0.85,0.8833333333333333,0.9055555555555556,0.8805555555555555,0.9027777777777778,0.9055555555555556,0.8833333333333333
0.8228571428571428,0.8571428571428571,0.9028571428571428,0.9,0.9057142857142857,0.8914285714285715,0.9257142857142857
0.8,0.8514285714285714,0.9114285714285715,0.8485714285714285,0.9114285714285715,0.9085714285714286,0.9057142857142857
0.8457142857142858,0.88,0.9028571428571428,0.9057142857142857,0.9057142857142857,0.8885714285714286,0.9057142857142857
0.7942857142857143,0.8542857142857143,0.88,0.8885714285714286,0.8771428571428571,0.8914285714285715,0.9114285714285715
0.7371428571428571,0.78,0.8685714285714285,0.7828571428571428,0.8485714285714285,0.7971428571428572,0.7914285714285715
0.8714285714285714,0.8885714285714286,0.8714285714285714,0.8857142857142857,0.88,0.8771428571428571,0.8828571428571429
0.8771428571428571,0.8628571428571429,0.9,0.9,0.8942857142857142,0.9028571428571428,0.9114285714285715
0.7742857142857142,0.8742857142857143,0.9028571428571428,0.8857142857142857,0.8914285714285715,0.8828571428571429,0.8914285714285715
0.8555555555555555,0.8916666666666667,0.9138888888888889,0.8861111111111111,0.9111111111111111,0.9111111111111111,0.8972222222222223
0.7888888888888889,0.8611111111111112,0.8972222222222223,0.8777777777777778,0.8833333333333333,0.8833333333333333,0.9055555555555556
0.8571428571428571,0.8885714285714286,0.8771428571428571,0.8685714285714285,0.8857142857142857,0.8857142857142857,0.8857142857142857
0.8771428571428571,0.8885714285714286,0.8942857142857142,0.9085714285714286,0.8971428571428571,0.9,0.9028571428571428
0.8,0.8914285714285715,0.9028571428571428,0.8828571428571429,0.9114285714285715,0.9085714285714286,0.9085714285714286
0.8771428571428571,0.8685714285714285,0.9285714285714286,0.8857142857142857,0.9228571428571428,0.9085714285714286,0.9
0.8171428571428572,0.86,0.9057142857142857,0.8942857142857142,0.9114285714285715,0.9,0.9171428571428571
0.7885714285714286,0.7971428571428572,0.8742857142857143,0.8714285714285714,0.8771428571428571,0.8685714285714285,0.8971428571428571
0.8114285714285714,0.8542857142857143,0.8628571428571429,0.8542857142857143,0.8714285714285714,0.8714285714285714,0.8942857142857142
0.8028571428571428,0.8514285714285714,0.8485714285714285,0.8628571428571429,0.8514285714285714,0.8514285714285714,0.8628571428571429
0.8083333333333333,0.875,0.9027777777777778,0.8888888888888888,0.9055555555555556,0.8972222222222223,0.8833333333333333
0.825,0.8527777777777777,0.8638888888888889,0.8777777777777778,0.8694444444444445,0.8666666666666667,0.8805555555555555
0.88,0.8828571428571429,0.8942857142857142,0.8685714285714285,0.8885714285714286,0.8942857142857142,0.8885714285714286
0.86,0.9142857142857143,0.9028571428571428,0.9114285714285715,0.9057142857142857,0.9057142857142857,0.9028571428571428
0.8057142857142857,0.8514285714285714,0.8971428571428571,0.9085714285714286,0.9057142857142857,0.8914285714285715,0.9371428571428572
0.7971428571428572,0.8514285714285714,0.8571428571428571,0.8542857142857143,0.8514285714285714,0.8857142857142857,0.8971428571428571
0.7914285714285715,0.8428571428571429,0.9028571428571428,0.9085714285714286,0.8971428571428571,0.9028571428571428,0.9028571428571428
0.8314285714285714,0.8714285714285714,0.8628571428571429,0.9,0.9028571428571428,0.8914285714285715,0.9142857142857143
0.8571428571428571,0.8657142857142858,0.8657142857142858,0.86,0.8828571428571429,0.8771428571428571,0.88
0.8285714285714286,0.8657142857142858,0.92,0.8714285714285714,0.8971428571428571,0.8857142857142857,0.8828571428571429
0.7972222222222223,0.8777777777777778,0.8861111111111111,0.875,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.8305555555555556,0.8111111111111111,0.9,0.825,0.8888888888888888,0.8777777777777778,0.9
0.8685714285714285,0.9142857142857143,0.9314285714285714,0.9314285714285714,0.9285714285714286,0.9342857142857143,0.9342857142857143
0.8057142857142857,0.8771428571428571,0.8485714285714285,0.8971428571428571,0.88,0.8714285714285714,0.9
0.8457142857142858,0.8828571428571429,0.8914285714285715,0.8942857142857142,0.8914285714285715,0.8914285714285715,0.9257142857142857
0.8057142857142857,0.8771428571428571,0.9257142857142857,0.8371428571428572,0.9257142857142857,0.9257142857142857,0.8971428571428571
0.8142857142857143,0.8228571428571428,0.8914285714285715,0.8628571428571429,0.8714285714285714,0.8628571428571429,0.8714285714285714
0.8457142857142858,0.8571428571428571,0.9028571428571428,0.8685714285714285,0.8771428571428571,0.9,0.8685714285714285
0.8114285714285714,0.8571428571428571,0.8742857142857143,0.86,0.88,0.8771428571428571,0.8885714285714286
0.8542857142857143,0.86,0.8485714285714285,0.8857142857142857,0.8542857142857143,0.8371428571428572,0.8514285714285714
0.7861111111111111,0.8472222222222222,0.8611111111111112,0.8916666666666667,0.8777777777777778,0.8888888888888888,0.9083333333333333
0.8305555555555556,0.8444444444444444,0.8833333333333333,0.8666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.8085714285714286,0.9,0.9342857142857143,0.9114285714285715,0.92,0.9171428571428571,0.9257142857142857
0.8314285714285714,0.9114285714285715,0.9085714285714286,0.8885714285714286,0.9114285714285715,0.9085714285714286,0.9114285714285715
0.7971428571428572,0.8542857142857143,0.8771428571428571,0.8914285714285715,0.8857142857142857,0.88,0.9114285714285715
0.8514285714285714,0.8742857142857143,0.8628571428571429,0.8971428571428571,0.8914285714285715,0.8914285714285715,0.9142857142857143
0.8314285714285714,0.8685714285714285,0.9,0.8257142857142857,0.8628571428571429,0.8742857142857143,0.8485714285714285
0.8742857142857143,0.8571428571428571,0.8514285714285714,0.8857142857142857,0.8514285714285714,0.86,0.8685714285714285
0.8371428571428572,0.8485714285714285,0.8942857142857142,0.8771428571428571,0.8885714285714286,0.8828571428571429,0.8885714285714286
0.8,0.8514285714285714,0.9057142857142857,0.8771428571428571,0.9057142857142857,0.8914285714285715,0.8828571428571429
0.7444444444444445,0.8611111111111112,0.8666666666666667,0.8944444444444445,0.8944444444444445,0.8888888888888888,0.8888888888888888
0.8166666666666667,0.8694444444444445,0.8833333333333333,0.8888888888888888,0.8833333333333333,0.8861111111111111,0.8888888888888888
0.8771428571428571,0.9057142857142857,0.9142857142857143,0.9114285714285715,0.9114285714285715,0.9142857142857143,0.9142857142857143
0.8371428571428572,0.8428571428571429,0.9085714285714286,0.8714285714285714,0.9085714285714286,0.8942857142857142,0.8885714285714286
0.8714285714285714,0.9314285714285714,0.8914285714285715,0.9171428571428571,0.9085714285714286,0.9114285714285715,0.9085714285714286
0.7857142857142857,0.86,0.9085714285714286,0.8857142857142857,0.8971428571428571,0.9085714285714286,0.92
0.7885714285714286,0.8314285714285714,0.88,0.84,0.8771428571428571,0.88,0.8628571428571429
0.8342857142857143,0.8457142857142858,0.8771428571428571,0.8571428571428571,0.8714285714285714,0.8742857142857143,0.88
0.8428571428571429,0.84,0.8685714285714285,0.8628571428571429,0.8657142857142858,0.8428571428571429,0.8771428571428571
0.8,0.86,0.9028571428571428,0.8514285714285714,0.8971428571428571,0.9057142857142857,0.9057142857142857
0.8222222222222222,0.8694444444444445,0.8916666666666667,0.8944444444444445,0.8944444444444445,0.8972222222222223,0.9111111111111111
0.825,0.8361111111111111,0.8666666666666667,0.8472222222222222,0.8694444444444445,0.8722222222222222,0.8833333333333333
0.8,0.9228571428571428,0.9085714285714286,0.9142857142857143,0.9171428571428571,0.9142857142857143,0.9142857142857143
0.8142857142857143,0.8942857142857142,0.9142857142857143,0.8914285714285715,0.9114285714285715,0.9142857142857143,0.9142857142857143
0.8514285714285714,0.8628571428571429,0.8942857142857142,0.9085714285714286,0.8885714285714286,0.88,0.9228571428571428
0.8628571428571429,0.8657142857142858,0.8685714285714285,0.84,0.8685714285714285,0.8742857142857143,0.8428571428571429
0.8342857142857143,0.8771428571428571,0.9028571428571428,0.8714285714285714,0.9028571428571428,0.8971428571428571,0.8828571428571429
0.7942857142857143,0.8514285714285714,0.8628571428571429,0.8685714285714285,0.8828571428571429,0.8771428571428571,0.8914285714285715
0.8,0.8428571428571429,0.8342857142857143,0.86,0.8714285714285714,0.8485714285714285,0.8542857142857143
0.84,0.8542857142857143,0.8914285714285715,0.8971428571428571,0.9,0.9085714285714286,0.9085714285714286
