not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,0.6650511264801026,0.79333335,0.6391073809067408,0.7733333110809326

False,False,0,0,0,False,False,False,False,False,0,False,0,0,0,0,1,0,0.6653418000539144,0.79333335,0.6218173712491989,0.8066666722297668

False,False,0,0,0,False,False,False,False,False,0,False,0,0,0,0,2,0,0.6543793948491414,0.79333335,0.6472944953044255,0.7400000095367432

False,False,0,0,0,False,False,False,False,False,0,False,0,0,0,0,3,0,0.6529295667012532,0.8,0.641296156446139,0.746666669845581

False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,4,0,0.6412185561656952,0.7866667,0.6282818796237309,0.7733333110809326

