A,B,C,AB,AC,BC,ABC
0.9090909090909091,0.9701492537313433,0.966542750929368,0.9489051094890512,0.9489051094890512,0.9416342412451363,0.9558823529411764
0.8818181818181818,0.9636363636363636,0.9590909090909091,0.9363636363636364,0.9363636363636364,0.9318181818181818,0.9454545454545454
0.8555555555555556,0.9555555555555555,0.9500000000000001,0.9222222222222223,0.9222222222222223,0.9320512820512821,0.9333333333333333
0.8298755186721991,0.862453531598513,0.8593155893536121,0.823045267489712,0.7438016528925621,0.8365019011406843,0.8365019011406843
0.8136363636363636,0.8318181818181818,0.8318181818181818,0.8045454545454546,0.7181818181818181,0.8045454545454546,0.8045454545454546
0.8235042735042735,0.8183760683760684,0.8235042735042735,0.8123931623931625,0.7239316239316239,0.7952991452991452,0.7952991452991452
0.7792207792207791,0.8198198198198198,0.7878787878787878,0.7999999999999999,0.7792207792207791,0.8251121076233183,0.7860262008733625
0.7681818181818182,0.8181818181818182,0.7772727272727272,0.7954545454545454,0.7681818181818182,0.8227272727272728,0.7772727272727272
0.785042735042735,0.8444444444444446,0.7944444444444444,0.8183760683760684,0.785042735042735,0.8482905982905984,0.7961538461538461
0.8991596638655462,0.9448818897637796,0.816,0.9016393442622951,0.9166666666666666,0.8734693877551021,0.907563025210084
0.8909090909090909,0.9363636363636364,0.7909090909090909,0.8909090909090909,0.9090909090909091,0.8590909090909091,0.9
0.905982905982906,0.9393162393162394,0.7923076923076923,0.900854700854701,0.9230769230769231,0.8670940170940171,0.9153846153846155
0.8648648648648649,0.9160305343511451,0.9153846153846154,0.9272030651340997,0.9144981412639406,0.887218045112782,0.8949416342412451
0.8409090909090909,0.9,0.9,0.9136363636363637,0.8954545454545455,0.8636363636363636,0.8772727272727273
0.8363247863247864,0.8948717948717949,0.8965811965811965,0.9098290598290598,0.8841880341880342,0.8538461538461539,0.8756410256410256
0.8848920863309352,0.8421052631578948,0.8717948717948718,0.8333333333333333,0.8759124087591241,0.8377358490566038,0.8685258964143426
0.8545454545454545,0.8090909090909091,0.8409090909090909,0.7909090909090909,0.8454545454545455,0.8045454545454546,0.85
0.8341880341880341,0.7974358974358975,0.8243589743589743,0.7700854700854701,0.8282051282051283,0.7935897435897437,0.8525641025641026
0.900763358778626,0.8715953307392995,0.896551724137931,0.8957528957528959,0.8731343283582089,0.8921933085501859,0.8638132295719844
0.8761904761904762,0.8428571428571429,0.8714285714285714,0.8714285714285714,0.8380952380952381,0.861904761904762,0.8333333333333334
0.8583333333333334,0.8277777777777778,0.8541666666666667,0.8555555555555556,0.8152777777777778,0.8388888888888889,0.8180555555555556
0.8749999999999999,0.9090909090909091,0.9145299145299146,0.8859649122807017,0.8608695652173912,0.8181818181818182,0.8968609865470851
0.8666666666666667,0.9047619047619048,0.9047619047619048,0.8761904761904762,0.8476190476190476,0.8095238095238095,0.8904761904761904
0.875,0.9166666666666667,0.9069444444444444,0.8819444444444446,0.8513888888888889,0.8194444444444443,0.9
0.9296875,0.894308943089431,0.9629629629629629,0.9435483870967741,0.9311740890688259,0.9561752988047809,0.9354838709677419
0.9142857142857143,0.8761904761904762,0.9571428571428572,0.9333333333333333,0.919047619047619,0.9476190476190476,0.9238095238095239
0.901388888888889,0.8694444444444444,0.9541666666666667,0.9263888888888889,0.9125000000000001,0.9388888888888889,0.9166666666666667
0.8806584362139918,0.8916666666666666,0.9516129032258065,0.9140625,0.8976377952755904,0.928,0.9317269076305221
0.861904761904762,0.8761904761904762,0.9428571428571428,0.8952380952380953,0.8761904761904762,0.9142857142857143,0.919047619047619
0.8740384615384615,0.8927884615384615,0.9538461538461538,0.8937499999999999,0.8759615384615385,0.9211538461538461,0.9274038461538461
0.8633093525179857,0.8847583643122677,0.9083333333333334,0.9022556390977443,0.8727272727272727,0.8664259927797834,0.9125475285171102
0.8272727272727273,0.8590909090909091,0.9,0.8818181818181818,0.8409090909090909,0.8318181818181818,0.8954545454545455
0.805982905982906,0.8465811965811965,0.9136752136752138,0.8726495726495727,0.8226495726495726,0.8115384615384615,0.8893162393162394
