A,B,C,AB,AC,BC,ABC
0.8368794326241136,0.9241379310344828,0.923076923076923,1.0,1.0,0.9503546099290779,1.0
0.885,0.945,0.95,1.0,1.0,0.965,1.0
0.8752747252747254,0.9478021978021979,0.9285714285714286,1.0,1.0,0.9631868131868133,1.0
0.8219178082191781,0.9787234042553192,0.8750000000000001,0.958904109589041,0.9032258064516129,0.971830985915493,0.9333333333333333
0.87,0.985,0.9,0.97,0.925,0.98,0.95
0.8670329670329671,0.9851648351648353,0.9230769230769231,0.9769230769230769,0.9423076923076923,0.9813186813186813,0.9615384615384616
0.8000000000000002,0.9859154929577464,1.0,1.0,0.9333333333333333,0.9790209790209791,1.0
0.8526315789473684,0.9894736842105263,1.0,1.0,0.9473684210526315,0.9842105263157894,1.0
0.8416666666666667,0.9916666666666666,1.0,1.0,0.9583333333333333,0.9874999999999999,1.0
0.7943262411347518,0.7462686567164178,0.7142857142857143,0.7812500000000001,0.7552447552447553,0.7462686567164178,0.880597014925373
0.8473684210526315,0.8210526315789474,0.7894736842105263,0.8526315789473684,0.8157894736842105,0.8210526315789474,0.9157894736842105
0.8375,0.7988095238095239,0.773809523809524,0.8238095238095239,0.806547619047619,0.7988095238095239,0.9005952380952382
0.8244274809160306,0.8759124087591241,0.8571428571428571,0.909090909090909,0.8955223880597014,0.8939393939393939,0.9076923076923077
0.8789473684210526,0.9105263157894737,0.8947368421052632,0.9368421052631579,0.9263157894736842,0.9263157894736842,0.9368421052631579
0.856547619047619,0.8994047619047619,0.8869047619047619,0.9202380952380952,0.9119047619047619,0.9089285714285715,0.9172619047619048
0.7948717948717948,0.8588957055214724,0.8750000000000001,0.8695652173913044,0.8750000000000001,0.8484848484848484,0.8383233532934131
0.8315789473684211,0.8789473684210526,0.8947368421052632,0.8894736842105263,0.8947368421052632,0.868421052631579,0.8578947368421053
0.842857142857143,0.9041666666666667,0.9166666666666667,0.9125,0.9166666666666667,0.8958333333333333,0.8875000000000001
0.4566929133858268,0.923076923076923,0.7272727272727273,0.923076923076923,0.888888888888889,0.8923076923076922,0.923076923076923
0.6368421052631579,0.9473684210526315,0.8421052631578947,0.9473684210526315,0.9210526315789473,0.9263157894736842,0.9473684210526315
0.5904761904761905,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.9077380952380953,0.905952380952381,0.9285714285714286
0.8235294117647058,0.9650349650349651,0.8333333333333333,1.0,1.0,0.9714285714285714,1.0
0.8894736842105263,0.9736842105263158,0.8947368421052632,1.0,1.0,0.9789473684210527,1.0
0.85,0.9761904761904763,0.8571428571428572,1.0,1.0,0.9773809523809524,1.0
0.5496183206106869,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8264462809917354,0.8333333333333333
0.6894736842105263,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8894736842105263,0.8947368421052632
0.6529761904761905,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8529761904761906,0.8571428571428572
0.8064516129032259,1.0,1.0,1.0,1.0,1.0,1.0
0.8736842105263158,1.0,1.0,1.0,1.0,1.0,1.0
0.8404761904761905,1.0,1.0,1.0,1.0,1.0,1.0
0.684931506849315,0.909090909090909,0.8571428571428571,0.923076923076923,0.8450704225352113,0.8955223880597014,0.923076923076923
0.77,0.94,0.9,0.95,0.89,0.93,0.95
0.7571428571428572,0.9208791208791209,0.8901098901098902,0.9285714285714286,0.8824175824175824,0.9131868131868132,0.9285714285714286
0.6790123456790123,0.909090909090909,0.7692307692307692,0.923076923076923,0.8571428571428571,0.909090909090909,0.9022556390977443
0.74,0.94,0.85,0.95,0.9,0.94,0.935
0.7505494505494505,0.9208791208791209,0.8186813186813188,0.9285714285714286,0.8901098901098902,0.9208791208791209,0.917032967032967
0.8524590163934427,0.9076923076923077,0.923076923076923,0.9147286821705426,0.90625,0.848,0.962962962962963
