not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,0,0,0,0,1.5700664138793945,0.54,0.6582821075121562,0.7799999713897705

False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,1,0,1.5185518089930217,0.53333336,0.7036117887496949,0.7266666889190674

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,2,0,1.5066134421030681,0.52666664,0.6897173015276591,0.7799999713897705

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,3,0,1.4784734694163004,0.5133333,0.7074896160761516,0.753333330154419

False,False,0,0,0,False,False,False,False,False,0,False,0,0,3,0,4,0,1.4505035161972046,0.5466667,0.7203089936574301,0.7200000286102295

