not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc,loss,accuracy,val_loss,val_accuracy
False,False,0,0,0,False,False,False,False,False,0,False,0,0,1,0,0,0,2.434230059782664,0.52,0.7220784044265747,0.6933333277702332

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,1,0,2.194679109255473,0.52,1.1941272735595703,0.6333333253860474

False,False,0,0,0,False,False,False,False,False,0,False,0,0,2,0,2,0,1.5950191402435303,0.52,1.3382938130696616,0.6133333444595337

False,False,0,0,0,False,False,False,False,False,0,False,0,0,3,0,3,0,1.4073089679082236,0.5,1.3311190843582152,0.5933333039283752

False,False,0,0,0,False,False,False,False,False,0,False,0,0,4,0,4,0,1.352099927266439,0.55333334,1.3050397888819376,0.5866666436195374

